0.2002275313,0.0003156773
0.1918088737,-0.0715218618
0.1833902162,-0.1124932592
0.1751990899,-0.100550554
0.1672354949,-0.0841976835
0.1583617747,-0.057139018
0.1499431172,-0.0237797067
0.1419795222,0.0133605654
0.1335608646,0.047349798
0.1253697383,0.071261007
0.1167235495,0.0863518852
0.1080773606,0.098293157
0.1003412969,0.099528634
0.0914675768,0.1007605278
0.0837315131,0.0900275008
0.0750853242,0.0723624735
0.0664391354,0.0458785485
0.0587030717,0.0137281987
0.0498293515,-0.0083469942
0.033447099,-0.0373749698
0.025483504,-0.0418095008
0.0170648464,-0.0512848351
0.0081911263,-0.0431238075
0,-0.0009448819
