1,1.9108941348E-006,11.6530248246
2,3.1976406119E-006,19.4998690676
3,4.1482769244E-006,25.2970445086
4,4.891350506E-006,29.8284597949
5,5.4971110619E-006,33.522512054
6,6.0063632686E-006,36.6280365824
7,6.4442702914E-006,39.298483529
8,6.8272554967E-006,41.6340059546
9,7.1665973001E-006,43.7033819535
10,7.4703860672E-006,45.5559482365
11,7.7446396518E-006,47.2284029117
12,0.000007994,48.7488667158
13,0.000008222,50.1394173889
14,8.4316179005E-006,51.4177373391
15,8.6251973977E-006,52.5982248634
16,8.8046835243E-006,53.6927681198
17,8.971705015E-006,54.7112994669
18,9.1276365807E-006,55.6622021742
19,9.2736488703E-006,56.5526150989
20,9.4107465784E-006,57.3886650751
21,9.5397979749E-006,58.1756469909
22,9.6615581052E-006,58.9181652682
23,9.7766872434E-006,59.620246394
24,9.8857657315E-006,60.285429413
25,9.9893060297E-006,60.9168394128
26,1.0087762589E-005,61.5172477289
27,1.0181540008E-005,62.0891216866
28,0.000010271,62.6346659292
29,1.0356466135E-005,63.155857129
30,1.0438230519E-005,63.6544731325
31,1.0516555956E-005,64.132117731
32,1.0591680356E-005,64.5902417485
33,1.0663819501E-005,65.0301610681
34,1.0733169595E-005,65.4530721819
35,1.0799909456E-005,65.8600655589
36,1.0864202426E-005,66.2521372921
37,1.0926198025E-005,66.6301991853
38,0.000010986,66.9950876011
39,1.1043834599E-005,67.3475711695
40,1.1099717671E-005,67.6883576178
41,1.1153789661E-005,68.0180997162
42,1.1206149474E-005,68.3374006076
43,1.1256888642E-005,68.6468184731
44,1.1306092007E-005,68.9468706964
45,1.1353838331E-005,69.2380375846
46,1.1400200838E-005,69.5207656726
47,1.1445247698E-005,69.7954706749
48,0.000011489,70.0625401571
49,1.1531644462E-005,70.3223358829
50,1.1573109139E-005,70.5751959977
51,1.1613488385E-005,70.8214369315
52,1.1652830815E-005,71.0613551484
53,1.1691182032E-005,71.2952287448
54,1.1728584858E-005,71.5233188582
55,1.1765079545E-005,71.7458709535
56,1.1800703975E-005,71.9631160429
57,1.1835493831E-005,72.1752717287
58,1.1869482757E-005,72.3825431788
59,1.190270251E-005,72.5851240541
60,1.1935183087E-005,72.7831972823
61,0.000011967,72.9769358391
62,0.000011998,73.1665034186
63,1.2028465906E-005,73.3520550677
64,1.2058258719E-005,73.5337377591
65,1.2087439955E-005,73.7116909284
66,0.000012116,73.8860469616
67,1.2144053453E-005,74.0569316645
68,1.2171525957E-005,74.2244646352
69,1.21984675E-005,74.3887596967
70,1.2224895857E-005,74.5499252446
71,1.2250827961E-005,74.7080645398
72,1.2276279962E-005,74.8632760683
73,1.2301267267E-005,75.0156537852
74,1.2325804588E-005,75.1652874072
75,1.2349905979E-005,75.3122626386
76,1.2373584873E-005,75.4566613965
77,1.2396854121E-005,75.598562049
78,1.2419726019E-005,75.7380395796
79,1.2442212343E-005,75.8751658008
80,1.2464324376E-005,76.0100095186
81,1.2486072933E-005,76.1426366852
82,1.2507468386E-005,76.273110551
83,1.2528520689E-005,76.4014918176
84,1.2549239399E-005,76.5278387657
85,1.2569633693E-005,76.6522073583
86,1.2589712394E-005,76.7746514001
87,1.2609483983E-005,76.8952226098
88,0.000012629,77.0139707244
89,1.2648138145E-005,77.130943627
90,0.000012667,77.2461874019
91,1.2685657841E-005,77.3597464377
92,0.000012704,77.4716635012
93,1.2722100266E-005,77.5819798286
94,1.2739934258E-005,77.6907351739
95,1.2757518566E-005,77.7979678949
96,1.2774859258E-005,77.9037149955
97,0.000012792,78.0080122234
98,1.2808833038E-005,78.1108940823
99,1.2825477252E-005,78.212393917
100,1.2841900122E-005,78.3125439506
101,1.2858106758E-005,78.4113753449
102,1.28741021E-005,78.508918225
103,1.2889890928E-005,78.6052017403
104,1.290547787E-005,78.7002541133
105,1.2920867404E-005,78.7941026517
106,1.2936063866E-005,78.8867737975
107,1.2951071458E-005,78.9782931752
108,1.2965894252E-005,79.0686856168
109,1.2980536191E-005,79.1579751675
110,0.000012995,79.2461851711
111,1.3009292698E-005,79.3333382521
112,1.3023414575E-005,79.4194563579
113,1.3037370226E-005,79.5045607834
114,1.3051163042E-005,79.5886722077
115,1.3064796313E-005,79.6718106937
116,1.3078273237E-005,79.7539957437
117,1.3091596919E-005,79.8352462925
118,1.3104770374E-005,79.9155807262
119,1.3117796536E-005,79.9950169369
120,1.3130678254E-005,80.0735722984
121,1.3143418301E-005,80.1512637211
122,0.000013156,80.2281076274
123,1.3168484086E-005,80.3041200252
124,1.3180814998E-005,80.3793164586
125,0.000013193,80.4537120818
126,1.3205085282E-005,80.5273216342
127,0.000013217,80.6001594587
128,1.3228849308E-005,80.6722395446
129,1.3240547169E-005,80.743575503
130,1.3252125182E-005,80.8141806038
131,1.3263585466E-005,80.8840677689
132,1.3274930088E-005,80.9532496034
133,1.3286161061E-005,81.021738383
134,1.329728035E-005,81.0895460906
135,1.3308289871E-005,81.1566844104
136,1.3319191491E-005,81.2231647277
137,0.00001333,81.2889981657
138,1.3340678278E-005,81.354195567
139,1.3351266959E-005,81.4187675181
140,1.3361754772E-005,81.4827243554
141,1.3372143372E-005,81.5460761714
142,1.3382434373E-005,81.6088328087
143,1.3392629354E-005,81.6710038963
144,1.3402729856E-005,81.7325988316
145,1.3412737385E-005,81.7936267984
146,1.3422653413E-005,81.8540967733
147,1.3432479376E-005,81.9140175134
148,1.3442216682E-005,81.9733976049
149,1.3451866704E-005,82.0322454206
150,1.3461430785E-005,82.0905691505
151,1.3470910239E-005,82.1483768075
152,1.3480306353E-005,82.2056762401
153,1.3489620381E-005,82.2624750955
154,1.3498853556E-005,82.3187808926
155,0.000013508,82.3746009555
156,1.3517082129E-005,82.4299424739
157,1.3526079859E-005,82.484812479
158,0.000013535,82.5392178437
159,1.3543847846E-005,82.5931653123
160,1.355262029E-005,82.6466614772
161,1.3561319788E-005,82.6997128024
162,1.3569947377E-005,82.7523256117
163,1.3578504073E-005,82.804506101
164,0.000013587,82.8562603562
165,1.3595408753E-005,82.9075943109
166,1.3603758668E-005,82.9585138072
167,0.000013612,83.009024553
168,1.3620258333E-005,83.0591321525
169,1.3628409903E-005,83.1088421002
170,1.3636497147E-005,83.1581597748
171,1.364452093E-005,83.2070904512
172,1.3652482102E-005,83.2556393128
173,1.3660381496E-005,83.3038114395
174,1.3668219927E-005,83.3516118013
175,0.000013676,83.3990452951
176,1.3683717094E-005,83.4461167079
177,1.3691377386E-005,83.4928307415
178,0.000013699,83.5391920184
179,1.3706525174E-005,83.5852050633
180,0.000013714,83.630874328
181,1.372144745E-005,83.6762041665
182,1.3728825803E-005,83.7211988782
183,1.3736149889E-005,83.7658626586
184,1.3743420387E-005,83.8101996484
185,1.3750637961E-005,83.8542138967
186,1.3757803265E-005,83.8979093918
187,1.3764916942E-005,83.9412900549
188,0.000013772,83.9843597218
189,0.000013779,84.0271221732
190,0.000013786,84.0695811169
191,1.3792867814E-005,84.1117402119
192,1.3799732592E-005,84.1536030378
193,1.3806549364E-005,84.1951731133
194,1.3813318698E-005,84.236453902
195,0.00001382,84.2774488069
196,1.3826717276E-005,84.318161182
197,1.3833347608E-005,84.358594308
198,1.383993268E-005,84.3987514293
199,1.3846473013E-005,84.4386357229
200,0.000013853,84.4782503113
201,1.3859421504E-005,84.51759828
202,1.3865830664E-005,84.5566826537
203,1.3872197086E-005,84.5955064024
204,1.3878521253E-005,84.6340724714
205,1.3884803635E-005,84.6723837269
206,0.000013891,84.7104430106
207,1.3897244899E-005,84.7482531095
208,1.390340469E-005,84.7858167799
209,1.3909524512E-005,84.8231367111
210,1.3915604802E-005,84.8602155681
211,1.392164599E-005,84.897055973
212,1.3927648498E-005,84.9336604994
213,1.3933612742E-005,84.970031684
214,1.3939539133E-005,85.0061720333
215,1.3945428072E-005,85.0420839925
216,1.3951279959E-005,85.0777700011
217,1.3957095183E-005,85.1132324312
218,1.396287413E-005,85.1484736367
219,1.396861718E-005,85.1834959349
220,1.3974324706E-005,85.2183016004
221,0.00001398,85.2528928775
222,1.3985634654E-005,85.2872719858
223,1.3991237796E-005,85.3214410962
224,1.3996806856E-005,85.3554023677
225,1.4002342178E-005,85.3891578979
226,1.4007844107E-005,85.4227097907
227,1.4013312978E-005,85.4560600891
228,1.4018749123E-005,85.4892108176
229,1.4024152871E-005,85.5221639825
230,1.4029524543E-005,85.5549215414
231,1.4034864457E-005,85.5874854335
