# Region type : cellZone waterZone
#   Cells  : 318566
#   Volume : 1.912265e-03
#        Time	volAverage(W1)	volAverage(W2)	volAverage(L1)	volAverage(L2)	volAverage(sigma)
55.7021658916224069	1.308391e-01	1.163152e-01	1.454184e+00	2.287364e+00	1.335141e-01
55.7022144587421053	1.308384e-01	1.163145e-01	1.454215e+00	2.287712e+00	1.335139e-01
55.7022630102209746	1.308381e-01	1.163135e-01	1.454239e+00	2.287758e+00	1.335142e-01
55.7023115500925883	1.308381e-01	1.163121e-01	1.454238e+00	2.287585e+00	1.335127e-01
55.7023600806672974	1.308374e-01	1.163115e-01	1.454246e+00	2.287660e+00	1.335116e-01
55.7024086044955027	1.308375e-01	1.163101e-01	1.454271e+00	2.287529e+00	1.335123e-01
55.7024571221126266	1.308375e-01	1.163087e-01	1.454305e+00	2.288119e+00	1.335120e-01
55.7025056347735301	1.308372e-01	1.163077e-01	1.454315e+00	2.287731e+00	1.335113e-01
55.7025541448263084	1.308373e-01	1.163064e-01	1.454325e+00	2.287938e+00	1.335096e-01
55.7026026540695796	1.308373e-01	1.163050e-01	1.454320e+00	2.287624e+00	1.335077e-01
55.7026511629744405	1.308370e-01	1.163040e-01	1.454329e+00	2.287810e+00	1.335079e-01
55.7026996716186744	1.308367e-01	1.163031e-01	1.454353e+00	2.287635e+00	1.335078e-01
55.7027481812128684	1.308361e-01	1.163024e-01	1.454371e+00	2.287985e+00	1.335070e-01
55.7027966945088693	1.308357e-01	1.163015e-01	1.454390e+00	2.288078e+00	1.335067e-01
55.7028452156507967	1.308351e-01	1.163009e-01	1.454400e+00	2.287665e+00	1.335055e-01
55.7028937492439269	1.308348e-01	1.162999e-01	1.454420e+00	2.287731e+00	1.335050e-01
55.7029422989720189	1.308345e-01	1.162990e-01	1.454446e+00	2.288223e+00	1.335037e-01
55.7029908663453313	1.308342e-01	1.162981e-01	1.454454e+00	2.288359e+00	1.335018e-01
55.7030394508891433	1.308338e-01	1.162971e-01	1.454463e+00	2.288064e+00	1.335000e-01
55.7030880539648479	1.308332e-01	1.162965e-01	1.454477e+00	2.288241e+00	1.335001e-01
55.7031366787175344	1.308326e-01	1.162959e-01	1.454486e+00	2.288205e+00	1.334987e-01
55.7031853257907912	1.308320e-01	1.162952e-01	1.454484e+00	2.288115e+00	1.334973e-01
55.7032339949765785	1.308314e-01	1.162946e-01	1.454457e+00	2.288010e+00	1.334929e-01
55.7032826971339148	1.308310e-01	1.162937e-01	1.454471e+00	2.287834e+00	1.334938e-01
55.7033314383019444	1.308307e-01	1.162928e-01	1.454489e+00	2.287854e+00	1.334948e-01
55.7033802208409199	1.308303e-01	1.162919e-01	1.454532e+00	2.287872e+00	1.335714e-01
55.7034290457576944	1.308297e-01	1.162913e-01	1.454564e+00	2.288199e+00	1.335571e-01
55.7034779127271023	1.308291e-01	1.162906e-01	1.454587e+00	2.288506e+00	1.334955e-01
55.7035268204684471	1.308287e-01	1.162898e-01	1.454614e+00	2.288534e+00	1.334963e-01
55.7035757680891805	1.308281e-01	1.162891e-01	1.454626e+00	2.289024e+00	1.334948e-01
55.7036247553351132	1.308281e-01	1.162879e-01	1.454645e+00	2.288614e+00	1.334963e-01
55.703673783173457	1.308278e-01	1.162870e-01	1.454648e+00	2.288458e+00	1.334939e-01
55.7037228521273704	1.308274e-01	1.162861e-01	1.454635e+00	2.287993e+00	1.334926e-01
55.7037719633323789	1.308268e-01	1.162855e-01	1.454636e+00	2.288062e+00	1.334926e-01
55.7038211179074949	1.308264e-01	1.162846e-01	1.454657e+00	2.287762e+00	1.334940e-01
55.7038703165779268	1.308260e-01	1.162838e-01	1.454667e+00	2.287820e+00	1.334927e-01
55.7039195610950628	1.308256e-01	1.162829e-01	1.454692e+00	2.287903e+00	1.334938e-01
55.7039688537522792	1.308252e-01	1.162821e-01	1.454717e+00	2.287647e+00	1.334946e-01
55.7040181961632754	1.308247e-01	1.162812e-01	1.454748e+00	2.287803e+00	1.334931e-01
55.7040675880380931	1.308243e-01	1.162804e-01	1.454762e+00	2.288110e+00	1.334919e-01
55.7041170292447774	1.308239e-01	1.162795e-01	1.454768e+00	2.287671e+00	1.334920e-01
55.7041665208529508	1.308233e-01	1.162789e-01	1.454783e+00	2.287881e+00	1.334926e-01
