0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-03, 1.493230375112210786e-27
2.000000000000000042e-03, 1.392994015360644032e-24
3.000000000000000062e-03, 7.582849203331698082e-23
4.000000000000000083e-03, 1.289778514151569326e-21
5.000000000000000104e-03, 1.159781676927352070e-20
6.000000000000000125e-03, 6.968539390232857398e-20
7.000000000000000146e-03, 3.170118126829102755e-19
8.000000000000000167e-03, 1.176434982505632206e-18
9.000000000000001055e-03, 3.736903070450397771e-18
1.000000000000000021e-02, 1.049959356204489941e-17
1.099999999999999936e-02, 2.671312995020854874e-17
1.200000000000000025e-02, 6.261544284788856100e-17
1.300000000000000114e-02, 1.370085900372053074e-16
1.400000000000000029e-02, 2.827213429689646359e-16
1.499999999999999944e-02, 5.546633452714616446e-16
1.600000000000000033e-02, 1.041344751217788451e-15
1.700000000000000122e-02, 1.880926910180672558e-15
1.800000000000000211e-02, 3.283083191612361788e-15
1.899999999999999953e-02, 5.558184632553863697e-15
2.000000000000000042e-02, 9.155582808006216236e-15
2.100000000000000130e-02, 1.471304213784336725e-14
2.199999999999999872e-02, 2.311967561698699174e-14
2.299999999999999961e-02, 3.559506146120444894e-14
2.400000000000000050e-02, 5.378756308749378154e-14
2.500000000000000139e-02, 7.989524080617808488e-14
2.600000000000000228e-02, 1.168131301307347886e-13
2.699999999999999969e-02, 1.683110681848194586e-13
2.800000000000000058e-02, 2.392466757179374525e-13
2.900000000000000147e-02, 3.358185470913564968e-13
2.999999999999999889e-02, 4.658651635743494371e-13
3.099999999999999978e-02, 6.392155256632309496e-13
3.200000000000000067e-02, 8.680979971272827778e-13
3.300000000000000155e-02, 1.167614366286022631e-12
3.400000000000000244e-02, 1.556286657788844437e-12
3.500000000000000333e-02, 2.056684770030305753e-12
3.600000000000000422e-02, 2.696143568397060956e-12
3.699999999999999817e-02, 3.507578631889394560e-12
3.799999999999999906e-02, 4.530410429357205908e-12
3.899999999999999994e-02, 5.811607290687817323e-12
4.000000000000000083e-02, 7.406858136820199245e-12
4.100000000000000172e-02, 9.381886539465933406e-12
4.200000000000000261e-02, 1.181391829591426338e-11
4.300000000000000350e-02, 1.479331532530502764e-11
4.399999999999999745e-02, 1.842538931928451288e-11
4.499999999999999833e-02, 2.283240921103166030e-11
4.599999999999999922e-02, 2.815581716127222633e-11
4.700000000000000011e-02, 3.455866839710980680e-11
4.800000000000000100e-02, 4.222831087831964455e-11
4.900000000000000189e-02, 5.137932140521003306e-11
5.000000000000000278e-02, 6.225671542129943294e-11
5.100000000000000366e-02, 7.513944840193773841e-11
5.200000000000000455e-02, 9.034422735568317745e-11
5.299999999999999850e-02, 1.082296515978084656e-10
5.399999999999999939e-02, 1.292007025838461858e-10
5.500000000000000028e-02, 1.537136032146919595e-10
5.600000000000000117e-02, 1.822810676426028763e-10
5.700000000000000205e-02, 2.154779632185790992e-10
5.800000000000000294e-02, 2.539474068252713258e-10
5.900000000000000383e-02, 2.984073184348855247e-10
5.999999999999999778e-02, 3.496574553177535695e-10
6.099999999999999867e-02, 4.085869509035276689e-10
6.199999999999999956e-02, 4.761823828625579342e-10
6.300000000000000044e-02, 5.535363955292109259e-10
6.400000000000000133e-02, 6.418569023309285215e-10
6.500000000000000222e-02, 7.424768944160417416e-10
6.600000000000000311e-02, 8.568648821890439496e-10
6.700000000000000400e-02, 9.866359969635659518e-10
6.800000000000000488e-02, 1.133563780430008857e-09
6.900000000000000577e-02, 1.299592690106131870e-09
7.000000000000000666e-02, 1.486851349394207563e-09
