0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-03, 1.034490021555443754e-29
2.000000000000000042e-03, 1.627674002198369842e-26
3.000000000000000062e-03, 1.202782907237501642e-24
4.000000000000000083e-03, 2.541005404069047138e-23
5.000000000000000104e-03, 2.703031516519160645e-22
6.000000000000000125e-03, 1.863041162922493157e-21
7.000000000000000146e-03, 9.517645423341769923e-21
8.000000000000000167e-03, 3.905151009772356311e-20
9.000000000000001055e-03, 1.355302855313808040e-19
1.000000000000000021e-02, 4.121738113497101610e-19
1.099999999999999936e-02, 1.126476854976745256e-18
1.200000000000000025e-02, 2.818699485178492011e-18
1.300000000000000114e-02, 6.549393712287626543e-18
1.400000000000000029e-02, 1.428738960935580107e-17
1.499999999999999944e-02, 2.951809858269039850e-17
1.600000000000000033e-02, 5.816453225878423478e-17
1.700000000000000122e-02, 1.099405033133656129e-16
1.800000000000000211e-02, 2.002874797465625896e-16
1.899999999999999953e-02, 3.530839040864507021e-16
2.000000000000000042e-02, 6.043588464882065430e-16
2.100000000000000130e-02, 1.007291001912881655e-15
2.199999999999999872e-02, 1.638829614808139678e-15
2.299999999999999961e-02, 2.608336249098484613e-15
2.400000000000000050e-02, 4.068715725758029417e-15
2.500000000000000139e-02, 6.230581312678918904e-15
2.600000000000000228e-02, 9.380083638132227544e-15
2.699999999999999969e-02, 1.390112505375071849e-14
2.800000000000000058e-02, 2.030278151687687153e-14
2.900000000000000147e-02, 2.925286269358683272e-14
2.999999999999999889e-02, 4.161865807785231560e-14
3.099999999999999978e-02, 5.851604263104176388e-14
3.200000000000000067e-02, 8.136824989797390308e-14
3.300000000000000155e-02, 1.119757638565723129e-13
3.400000000000000244e-02, 1.525989329903961524e-13
3.500000000000000333e-02, 2.060550712967572976e-13
3.600000000000000422e-02, 2.758319811951197972e-13
3.699999999999999817e-02, 3.662200125962110772e-13
3.799999999999999906e-02, 4.824649607252119841e-13
3.899999999999999994e-02, 6.309443026346215396e-13
4.000000000000000083e-02, 8.193694786452126684e-13
4.100000000000000172e-02, 1.057017140147709858e-12
4.200000000000000261e-02, 1.354992509194534272e-12
4.300000000000000350e-02, 1.726528228001885598e-12
4.399999999999999745e-02, 2.187322317740608966e-12
4.499999999999999833e-02, 2.755919115674703971e-12
4.599999999999999922e-02, 3.454137317646262302e-12
4.700000000000000011e-02, 4.307549518925954486e-12
4.800000000000000100e-02, 5.346017920352830543e-12
4.900000000000000189e-02, 6.604291148265369722e-12
5.000000000000000278e-02, 8.122667425751018089e-12
5.100000000000000366e-02, 9.947729628973595371e-12
5.200000000000000455e-02, 1.213315806552305076e-11
5.299999999999999850e-02, 1.474062712160314558e-11
5.399999999999999939e-02, 1.784079224115097372e-11
5.500000000000000028e-02, 2.151437402237641174e-11
5.600000000000000117e-02, 2.585334654541960805e-11
5.700000000000000205e-02, 3.096223737853699729e-11
5.800000000000000294e-02, 3.695954704912100699e-11
5.900000000000000383e-02, 4.397929610960535415e-11
5.999999999999999778e-02, 5.217270827656763606e-11
6.099999999999999867e-02, 6.171003847376902255e-11
6.199999999999999956e-02, 7.278255496611143252e-11
6.300000000000000044e-02, 8.560468513119259359e-11
6.400000000000000133e-02, 1.004163347779248675e-10
6.500000000000000222e-02, 1.174853912871936011e-10
6.600000000000000311e-02, 1.371104212173844700e-10
6.700000000000000400e-02, 1.596235733874303073e-10
6.800000000000000488e-02, 1.853936988214368719e-10
6.900000000000000577e-02, 2.148296993115532451e-10
7.000000000000000666e-02, 2.483841167291765611e-10
7.100000000000000755e-02, 2.865569755884296198e-10
7.200000000000000844e-02, 3.298998917397329793e-10
7.299999999999999545e-02, 3.790204604448267989e-10
7.399999999999999634e-02, 4.345869374573841216e-10
7.499999999999999722e-02, 4.973332271050019563e-10
7.599999999999999811e-02, 5.680641917385014710e-10
7.699999999999999900e-02, 6.476612972826710688e-10
7.799999999999999989e-02, 7.370886099885088036e-10
7.900000000000000078e-02, 8.373991598502688365e-10
8.000000000000000167e-02, 9.497416865107759362e-10
8.100000000000000255e-02, 1.075367783835218583e-09
8.200000000000000344e-02, 1.215639459686540140e-09
8.300000000000000433e-02, 1.372037127784279047e-09
8.400000000000000522e-02, 1.546168048872881470e-09
8.500000000000000611e-02, 1.739775238764763598e-09
8.600000000000000699e-02, 1.954746861157377225e-09
8.700000000000000788e-02, 2.193126123451890807e-09
8.799999999999999489e-02, 2.457121694123450862e-09
8.899999999999999578e-02, 2.749118660509081630e-09
8.999999999999999667e-02, 3.071690046188599254e-09
9.099999999999999756e-02, 3.427608907436442191e-09
9.199999999999999845e-02, 3.819861028517346910e-09
9.299999999999999933e-02, 4.251658235886285432e-09
9.400000000000000022e-02, 4.726452351632683173e-09
9.500000000000000111e-02, 5.247949806780188340e-09
9.600000000000000200e-02, 5.820126935316103283e-09
9.700000000000000289e-02, 6.447245970078515240e-09
9.800000000000000377e-02, 7.133871761874052825e-09
9.900000000000000466e-02, 7.884889243434711548e-09
1.000000000000000056e-01, 8.705521660048008625e-09
1.010000000000000064e-01, 9.601349588910793563e-09
1.020000000000000073e-01, 1.057833076946279141e-08
1.030000000000000082e-01, 1.164282076715153412e-08
1.040000000000000091e-01, 1.280159449326510955e-08
1.049999999999999961e-01, 1.406186860364325903e-08
1.059999999999999970e-01, 1.543132479924047149e-08
1.069999999999999979e-01, 1.691813405166609088e-08
1.079999999999999988e-01, 1.853098177696748320e-08
1.089999999999999997e-01, 2.027909398105034036e-08
1.100000000000000006e-01, 2.217226440024749230e-08
1.110000000000000014e-01, 2.422088266065248366e-08
1.120000000000000023e-01, 2.643596347992702237e-08
1.130000000000000032e-01, 2.882917693537186567e-08
1.140000000000000041e-01, 3.141287982211898446e-08
1.150000000000000050e-01, 3.420014812535845029e-08
1.160000000000000059e-01, 3.720481063055622104e-08
1.170000000000000068e-01, 4.044148369564957422e-08
1.180000000000000077e-01, 4.392560720922373178e-08
1.190000000000000085e-01, 4.767348175867794519e-08
1.199999999999999956e-01, 5.170230703238016103e-08
1.209999999999999964e-01, 5.603022147978832704e-08
1.219999999999999973e-01, 6.067634325347952654e-08
1.229999999999999982e-01, 6.566081245698220383e-08
1.239999999999999991e-01, 7.100483472224305025e-08
1.250000000000000000e-01, 7.673072614048614435e-08
1.260000000000000009e-01, 8.286195957013303409e-08
1.270000000000000018e-01, 8.942321234535099692e-08
1.280000000000000027e-01, 9.644041540868143794e-08
1.290000000000000036e-01, 1.039408038910712928e-07
1.300000000000000044e-01, 1.119529691624886630e-07
1.310000000000000053e-01, 1.205069123761488362e-07
1.320000000000000062e-01, 1.296340995292060119e-07
1.330000000000000071e-01, 1.393675180625867677e-07
1.340000000000000080e-01, 1.497417350224428096e-07
1.350000000000000089e-01, 1.607929568054942680e-07
1.360000000000000098e-01, 1.725590905103094374e-07
1.370000000000000107e-01, 1.850798069163357252e-07
1.380000000000000115e-01, 1.983966051122440907e-07
1.390000000000000124e-01, 2.125528787948907554e-07
1.400000000000000133e-01, 2.275939842599237210e-07
1.410000000000000142e-01, 2.435673101047757912e-07
1.420000000000000151e-01, 2.605223486644837948e-07
1.430000000000000160e-01, 2.785107692004640127e-07
1.440000000000000169e-01, 2.975864928620445813e-07
1.449999999999999900e-01, 3.178057694402218323e-07
1.459999999999999909e-01, 3.392272559327563304e-07
1.469999999999999918e-01, 3.619120969393563316e-07
1.479999999999999927e-01, 3.859240069053354730e-07
